from,to,relation
jp,ame,1
jp,kin,1
jp,wth,1
jp,tt,1
jp,siw,1
jp,dathz,1
jp,pat,1
jp,sd,1
jp,cad,1
jp,tlnis,1
jp,nnn,1
joca,ame,3
siwh,kin,3
saab,wth,3
chkr,tt,3
tipr,siw,3
deek,dathz,3
tyma,pat,3
dohi,sd,3
cege,cad,3
edwr,tlnis,3
alho,nnn,3
hepi,ame,2
pfat,kin,2
mfs,wth,2
supf,tt,2
bbc,siw,2
bbc,dathz,2
ile,pat,2
prf,sd,2
jasp,cad,2
ffi,tlnis,2
stab,nnn,2
