from,to,relation
olph,kingdom,1
olph,owwoen,1
olph,thtu,1
olph,daanthhuzo,1
olph,kiofthne,1
olph,laniinso,1
olph,ame,1
siwh,kingdom,3
phpu,owwoen,3
scfev,thtu,3
deek,daanthhuzo,3
anca,kiofthne,3
edwr,laniinso,3
joca,amiey,3
pafiantepr,kingdom,2
universal,owwoen,2
ecinsipr,thtu,2
lobo,thtu,2
bbc,daanthhuzo,2
reproco,daanthhuzo,2
tbs,kiofthne,2
wabr,kiofthne,2
fofein,laniinso,2
f4,laniinso,2
ch83fi,amiey,2
hepi,amiey,2
