id,name,type,age,year,sector,genre,land,produktion,regie,networth,agent
bepufi,Beagle Pug Films,2,99,99,9,99,99,99,99,99,99
doyapr,Double Yay Productions,2,99,99,9,99,99,99,99,99,99
pifi,Piki Films,2,99,99,9,99,99,99,99,99,99
plen,Playground Entertainment,2,99,99,9,99,99,99,99,99,99
anhu,Anna Humphries,1,99,99,8,99,99,99,99,99,99
roata,Rowan Atahle,1,99,99,8,99,99,99,99,99,99
dagri,David Grindley,1,99,99,8,99,99,99,99,99,99
bemy,Ben Myers,1,99,99,8,99,99,99,99,99,99
risi,Richard Signy,1,99,99,8,99,99,99,99,99,99
sawa,Sally Wainwright,1,99,99,8,99,99,99,99,99,99
tame,Tamzin Merchant,1,99,99,8,99,99,99,99,99,99
thsha,Thea Sharrock,1,99,99,8,99,99,99,99,99,99
tomc,Tom McKay,1,99,99,8,99,99,99,99,99,99
dole,Dominic Leclerc,1,99,99,8,99,99,99,99,99,99
vast,Vaughn Stein,1,99,99,8,99,99,99,99,99,99
ossa,Osagie Samuel,1,99,99,8,99,99,99,99,99,99
cuvo,Curtis Vowell,1,99,99,8,99,99,99,99,99,99
anha,Andy Hay,1,99,99,8,99,99,99,99,99,99
tofe,Tom Felton,1,99,99,7,99,99,99,99,20,Gary Osullivan
gaos,Gary Osullivan,1,99,99,10,99,99,99,99,99,99
thdi,The Disappeared,2,21,2008,1,4,UK,Lost Tribe Productions,Johnny Kevorkian,99,99
maennertrip,Maennertrip,2,23,2010,1,6,US,Universal Pictures,Nicholas Stoller,99,99
niwo,Night Wolf,2,23,2010,1,4,UK,Eyeline Entertainment,Jonathan Glendening,99,99
whot,White Other,2,23,2010,1,3,UK,99,Dan Hartley,99,99
pldeaf2011,Planet der Affen Prevolution,2,24,2011,1,5,US,Twentieth Century Fox,Rupert Wyatt,99,99
apparition,Apparition,2,25,2012,1,4,US,Warner Bros,Todd Lincoln,99,99
davela,Das verlorene Labyrinth,2,25,2012,2,2,UK,Scott Free Productions,Cristopher Smith,99,99
frthro,From the Rough,2,26,2013,1,2,US,From the Rough Productions,Pierre Bagley,99,99
inse,In Secret,2,26,2013,1,2,US,LD Entertainment,Charlie Stratton,99,99
dielbe,Dido Elizabeth Belle,2,26,2013,1,2,UK,DJ Films,Amma Asante,99,99
fuci1,Full Circle,2,26,2013,2,2,US,Momentum TV,Nick Hamm,99,99
fuci2,Full Circle,2,26,2013,2,2,US,Momentum TV,Mimi Leder,99,99
muinthfi,Murder in the First,2,27,2014,2,3,US,TNT Originals,Tommaso Pitta,99,99
hoidibeapipl,How I didnt become a Piano Player,2,27,2014,1,2,UK,National Film and Television School,Jesse Bochco,99,99
agthsu,Against the Sun,2,27,2014,1,2,US,The American Film Company,Brian Peter Falk,99,99
auferstanden,Auferstanden,2,29,2016,1,1,US,LD Entertainment,Kevin Reynolds,99,99
vovodewo,Völlig von der Wolle,2,29,2016,1,8,RUS,Wizart Animations,Andrey Galat,99,99
mefrthki,Message from the King,2,29,2016,1,3,US,Backup Media,Fabrice du Welz,99,99
aunki,A United Kingdom,2,29,2016,1,2,UK,Pathe UK,Amma Asante,99,99
stratton,Stratton,2,30,2017,1,1,UK,Atomic Arts,Simon West,99,99
sere,Sergeant Rex,2,30,2017,1,2,US,LD Entertainment,Gabriela Cowperthwaite,99,99
thfl,The Flash,2,29,2016,2,5,US,Berlani Productions,Andy Muschietti,99,99
feed,Feed,2,30,2017,1,2,US,Indy Entertainment,Tommy Bertelsen,99,99
ophelia,Ophelia,2,31,2018,1,2,UK,Covert Media,Claire McCarthy,99,99
jaaremsp,James Arthur Empty Space,2,31,2018,5,9,UK,Cardel Entertainment,Andzej Gavriss,99,99
origin,Origin,2,31,2018,2,5,US,Left Bank Pictures,Paul w s Anderson,99,99
brfowh,Braking for Whales,2,32,2019,1,6,US,Charlie Baby Productions,Sean McEwen,99,99
abagutomohu,A Babysitters Guide to Monster Hunting,2,33,2020,1,5,US,Netflix,Rachel Talalay,99,99
discumdisc,Die Schlacht um die Schelde,2,33,2020,1,2,NLD,Levitate Film,Matthijs van Heijningen Jr,99,99
ataoftwmi,A Tale of Two Mindsets,2,34,2021,1,2,UK,Tomfoolery,99,99,99
sathci,Save the Cinema,2,35,2022,1,6,UK,Future Artists Entertainment,Sara Sugerman,99,99
cademu,Canyon Del Muerto,2,35,2022,1,2,US,A Visionary Film,Coerte Voorhees,99,99
ruedaryoen,Russ Ed Sheeran Are You Entertained,2,35,2022,5,9,US,RadicalMedia,Jake Nava,99,99
burial,Burial,2,35,2022,1,4,UK,Stigma Films,Ben Parker,99,99
lotrpr,Lost Tribe Productions,2,99,99,9,99,99,99,99,99,99
jokev,Johnny Kevorkian,1,99,99,8,99,99,99,99,99,99
nist,Nicholas Stoller,1,99,99,8,99,99,99,99,99,99
eyen,Eyeline Entertainment,2,99,99,9,99,99,99,99,99,99
jogl,Jonathan Glendening,1,99,99,8,99,99,99,99,99,99
dahar,Dan Hartley,1,99,99,8,99,99,99,99,99,99
ruwy,Rupert Wyatt,1,99,99,8,99,99,99,99,99,99
toli,Todd Lincoln,1,99,99,8,99,99,99,99,99,99
scfrpr,Scott Free Productions,2,99,99,9,99,99,99,99,99,99
crsm,Cristopher Smith,1,99,99,8,99,99,99,99,99,99
frthropr,From the Rough Productions,2,99,99,9,99,99,99,99,99,99
piba,Pierre Bagley,1,99,99,8,99,99,99,99,99,99
lden,LD Entertainment,2,99,99,9,99,99,99,99,99,99
chstr,Charlie Stratton,1,99,99,8,99,99,99,99,99,99
djfi,DJ Films,2,99,99,9,99,99,99,99,99,99
amas,Amma Asante,1,99,99,8,99,99,99,99,99,99
motv,Momentum TV,2,99,99,9,99,99,99,99,99,99
niha,Nick Hamm,1,99,99,8,99,99,99,99,99,99
mile,Mimi Leder,1,99,99,8,99,99,99,99,99,99
tnt,TNT Originals,2,99,99,9,99,99,99,99,99,99
topi,Tommaso Pitta,1,99,99,8,99,99,99,99,99,99
jebo,Jesse Bochco,1,99,99,8,99,99,99,99,99,99
thamfico,The American Film Company,2,99,99,9,99,99,99,99,99,99
brpefa,Brian Peter Falk,1,99,99,8,99,99,99,99,99,99
kere,Kevin Reynolds,1,99,99,8,99,99,99,99,99,99
wian,Wizart Animations,2,99,99,9,99,99,99,99,99,99
anga,Andrey Galat,1,99,99,8,99,99,99,99,99,99
bame,Backup Media,2,99,99,9,99,99,99,99,99,99
faduwe,Fabrice du Welz,1,99,99,8,99,99,99,99,99,99
pauk,Pathe UK,2,99,99,9,99,99,99,99,99,99
atar,Atomic Arts,2,99,99,9,99,99,99,99,99,99
siwe,Simon West,1,99,99,8,99,99,99,99,99,99
gaco,Gabriela Cowperthwaite,1,99,99,8,99,99,99,99,99,99
bepr,Berlani Productions,2,99,99,9,99,99,99,99,99,99
tobe,Tommy Bertelsen,1,99,99,8,99,99,99,99,99,99
come,Covert Media,2,99,99,9,99,99,99,99,99,99
clmc,Claire McCarthy,1,99,99,8,99,99,99,99,99,99
caen,Cardel Entertainment,2,99,99,9,99,99,99,99,99,99
anga1,Andzej Gavriss,1,99,99,8,99,99,99,99,99,99
lebapi,Left Bank Pictures,2,99,99,9,99,99,99,99,99,99
chbapr,Charlie Baby Productions,2,99,99,9,99,99,99,99,99,99
semc,Sean McEwen,1,99,99,8,99,99,99,99,99,99
netflix,Netflix,2,99,99,9,99,99,99,99,99,99
rata,Rachel Talalay,1,99,99,8,99,99,99,99,99,99
lefi,Levitate Film,2,99,99,9,99,99,99,99,99,99
mavahejr,Matthijs van Heijningen Jr,1,99,99,8,99,99,99,99,99,99
tomfoolery,Tomfoolery,2,99,99,9,99,99,99,99,99,99
fuaren,Future Artists Entertainment,2,99,99,9,99,99,99,99,99,99
sasu,Sara Sugerman,1,99,99,8,99,99,99,99,99,99
avifi,A Visionary Film,2,99,99,9,99,99,99,99,99,99
covo,Coerte Voorhees,1,99,99,8,99,99,99,99,99,99
rame,Radical Media,2,99,99,9,99,99,99,99,99,99
jana,Jake Nava,1,99,99,8,99,99,99,99,99,99
stfi,Stigma Films,2,99,99,9,99,99,99,99,99,99
bepar,Ben Parker,1,99,99,8,99,99,99,99,99,99
pawsan,Paul W S Anderson,1,99,99,8,99,99,99,99,99,99
anmu,Andy Muschietti,1,99,99,8,99,99,99,99,99,99
roguerunner,Roguerunner,2,99,99,9,99,99,99,99,99,99
nafiantesc,National Film and Television School,2,99,99,9,99,99,99,99,99,99
olph,Oliver (Martyn John) Phelps,1,36,1986,7,99,99,99,99,1,Michael Ford
kingdom,Kingdom,2,23,2009,2,6,UK,Parallel Film and Television,Simon Wheeler,99,99
pafiantepr,Parallel Film and Television Productions,2,99,99,99,99,99,99,99,99,99
owwoen,Own worst enemy,2,11,2012,1,6,UK,Universal Media Studios,Philip Pug,99,99
phpu,Philip Pug,1,99,99,99,99,99,99,99,99,99
universal,Universal Media Studios,2,99,99,99,99,99,99,99,99,99
scfev,Scott F. Evans,1,99,99,99,99,99,99,99,99,99
ecinsipr,Echoes in Silence productions,2,99,99,99,99,99,99,99,99,99
lobo,Lost Boys,2,99,99,99,99,99,99,99,99,99
deek,Destiny Ekaragha,1,99,99,99,99,99,99,99,99,99
reproco,Red Production Company,2,99,99,99,99,99,99,99,99,99
kiofthne,King of the nerds,2,10,2013,2,9,UK,"TBS, Warner Bros",Anthony Carbone,99,99
ancar,Anthony Carbone,1,99,99,99,99,99,99,99,99,99
tbs,TBS,2,99,99,99,99,99,99,99,99,99
fofein,Focus Feature International,2,99,99,99,99,99,99,99,99,99
f4,Film4,2,99,99,99,99,99,99,99,99,99
amiey,A Minds Eye,2,23,2009,1,7,UK,Heraclitus Pictures,Joanna Callaghan,99,99
joca,Joanna Callaghan,1,99,99,99,99,99,99,99,99,99
ch83fi,Channel 83 Films,2,99,99,99,99,99,99,99,99,99
bowi,Bonnie Wright,1,32,1991,7,99,99,99,99,4,Ruth Young
ruyo,Ruth Young,1,99,99,10,99,99,99,99,99,99
stranded,stranded,2,11,2002,1,1,USA,Hallmark Entertainement ,Charles Beeson,99,99
agch,Agatha Christie,2,13,2004,1,2,UK,Wall to Wall Television,Richard Curson Smith,99,99
thre,The Replacements,2,16,2007,2,8,USA,Cookie Jar Enternainement,Heather Martinez,99,99
thse,The Sea,2,22,2013,1,2,IRL ,Independent Entertainement,Stephen Brown,99,99
afthda,After The Dark,2,22,2013,1,5,USA,An Olive Branch Productions,John Huddels,99,99
beisl,Before I Sleep,2,22,2013,1,2,USA,Elemental Cinema,Aaron Sharff,99,99
mydaissc,My Dad is Scrooge,2,23,2014,1,6,CAN,MarVista Entertainement,Justin G Dyck,99,99
honotoroatr,How not to rob a Train,2,23,2014,6,9,UK,99,Anna Maguire,99,99
sweat,Sweat,2,23,2014,6,9,UK,Belle Films,David Allain,99,99
whkinenu,Who Killed Nelson Nutmeg,2,24,2015,1,1,UK,Nelson Nutmeg Pictures,Tim Clague,99,99
achca,A Christmas Carol,2,27,2018,1,5,USA,Towerflix,David Izatt,99,99
haen,Hallmark Entertainement,2,99,99,9,99,99,99,99,99,99
watowate,Wall to Wall Television,2,99,99,9,99,99,99,99,99,99
cojaen,Cookie Jar Enternainement,2,99,99,9,99,99,99,99,99,99
inen,Independent Entertainement,2,99,99,9,99,99,99,99,99,99
anolbrpr,An Olive Branch Productions,2,99,99,9,99,99,99,99,99,99
elci,Elemental Cinema,2,99,99,9,99,99,99,99,99,99
maen,MarVista Entertainement,2,99,99,9,99,99,99,99,99,99
befi,Belle Films,2,99,99,9,99,99,99,99,99,99
nenupi,Nelson Nutmeg Pictures,2,99,99,9,99,99,99,99,99,99
towerflix,Towerflix,2,99,99,9,99,99,99,99,99,99
chabe,Charles Beeson,2,99,99,8,99,99,99,99,99,99
ricusm,Richard Curson Smith,2,99,99,8,99,99,99,99,99,99
hema,Heather Martinez,2,99,99,8,99,99,99,99,99,99
stbr,Stephen Brown,2,99,99,8,99,99,99,99,99,99
johu,John Huddels,2,99,99,8,99,99,99,99,99,99
aash,Aaron Sharff,2,99,99,8,99,99,99,99,99,99
jugdy,Justin G Dyck,2,99,99,8,99,99,99,99,99,99
anma,Anna Maguire,2,99,99,8,99,99,99,99,99,99
daal,David Allain,2,99,99,8,99,99,99,99,99,99
ticl,Tim Clague,2,99,99,8,99,99,99,99,99,99
daiz,David Izatt,2,99,99,8,99,99,99,99,99,99
faha,Fair Harbor,2,99,99,3,99,99,99,99,99,99
glpopr,Global Poverty Project,2,99,99,6,99,99,99,99,99,99
sewecosewego,Seperate we come seperate we go,2,21,2012,1,2,UK,Bon Bon Lumiere,Bonnie Wright,99,99
knth,Know Thyself,2,23,2014,1,2,UK,Bon Bon Lumiere,Bonnie Wright,99,99
sextant,Sextant,2,25,2016,1,2,UK,Bon Bon Lumiere,Bonnie Wright,99,99
mean,Medusas Ankles,2,27,2018,1,2,UK,Bon Bon Lumiere,Bonnie Wright,99,99
bobolu,Bon Bon Lumiere,2,99,99,9,99,99,99,99,99,99
emwa,Emma (Charlotte Duerre) Watson,1,32,1990,7,99,99,99,99,99,99
bash,Ballet Shoes,2,17,2007,1,2,UK,BBC,Sandra Goldbacher,99,99
sago,Sandra Goldbacher,1,99,99,8,99,99,99,99,99,99
desperaux,Desperaux,2,18,2008,1,8,US,Universal Animation Studios,"Sam Fell, Robert Stevenhagen",99,99
safe,Sam Fell,1,99,99,8,99,99,99,99,99,99
rost,Robert Stevenhagen,1,99,99,8,99,99,99,99,99,99
universal,Universal Animation Studios,2,99,99,9,99,99,99,99,99,99
sayodowait,Say You Dont Want It,2,20,2010,5,99,99,Mercury Records,99,99,99
onnion,One Night Only,2,99,99,5,99,99,99,99,99,99
mere,Mercury Records,2,99,99,9,99,99,99,99,99,99
mywewima,My week with Marilyn,2,21,2011,1,1,UK,BBC,Simon Curtis,99,99
sicu,Simon Curtis,1,99,99,8,99,US,99,99,99,99
thpeofbeawa,The perks of being a Wallflower,2,22,2012,1,2,,"Summit Entertainment, Mr Mudd",Stephen Chbosky,99,99
stch,Stephen Chbosky,1,99,99,8,99,99,99,99,99,99
suen,Summit Entertainment,2,99,99,9,99,99,99,99,99,99
mrmu,Mr Mudd,2,99,99,9,99,99,99,99,99,99
codi,Colonia Dignidad,2,25,2015,1,1,DE,Iris Productions,Florian Gallenberger,99,99
flga,Florian Gallenberger,1,99,99,8,99,99,99,99,99,99
irpr,Iris Productions,2,99,,9,99,99,99,99,99,99
thbliri,The bling ring,2,23,2013,1,6,US,"American Zoetrope, Nala Films",Sofia Coppola,99,99
soco,Sofia Coppola,1,99,99,8,99,99,99,99,99,99
amto,American Zoetrope,2,99,99,9,99,99,99,99,99,99
nafi,Nala Films,2,99,99,9,99,99,99,99,99,99
thisthen,This is the end,2,23,2013,1,6,US,"Point Grey Pictures, Columbia Pictures","Seth Rogan, Evan Goldberg",99,99
sero,Seth Rogan,1,99,99,8,99,99,99,99,99,99
evgo,Evan Goldberg,1,99,99,8,99,99,99,99,99,99
pogrpi,Point Grey Pictures,2,99,99,9,99,99,99,99,99,99
copi,Columbia Pictures,2,99,99,9,99,99,99,99,99,99
noah,Noah,2,24,2014,1,1,US,Paramount Pictures,Darren Aronofsky,99,99
daar,Darren Aronofsky,1,99,99,8,99,99,99,99,99,99
papi,Paramount Pictures,2,99,99,9,99,99,99,99,99,99
thviofde,The Vicar of Debley,2,25,2015,2,6,UK,Tiger Aspect Productions,Dewi Humphrey,99,99
dehu,Dewi Humphrey,1,99,99,8,99,99,99,99,99,99
tiaspr,Tiger Aspect Productions,2,99,99,9,99,99,99,99,99,99
regression,Regression,2,25,2015,1,3,ES,Himenoptero,Alejandro Amenabar,99,99
alam,Alejandro Amenabar,1,99,99,8,99,99,99,99,99,99
himenoptero,Himenoptero,2,99,99,9,99,99,99,99,99,99
thci,The Circle,2,27,2017,1,3,US,"Playtone, Likely Story",James Ponsoldt,99,99
japo,James Ponsoldt,1,99,99,8,99,99,99,99,99,99
playtone,Playtone,2,99,99,9,99,99,99,99,99,99
list,Likely Story,2,99,99,9,99,99,99,99,99,99
beanthbe,Beatuy and the Beast,2,27,2017,1,2,US,"Walt Disney Pictures, Mandeville Films",Bill Condon,99,99
bico,Bill Condon,1,99,99,8,99,99,99,99,99,99
wadipi,Walt Disney Pictures,2,99,99,9,99,99,99,99,99,99
liwo,Little Women,2,29,2019,1,2,US,"Columbia Pictures, Pascal Pictures",Greta Gerwig,99,99
grge,Greta Gerwig,1,99,99,8,99,99,99,99,99,99
paspi,Pascal Pictures,2,99,99,9,99,99,99,99,99,99
burberry,Burberry,2,19,2009,3,99,99,99,99,99,99
petre,People Tree,2,20,2010,3,99,99,99,99,99,99
chanel,Chanel,2,18,2008,3,99,99,99,99,99,99
lancome,Lancome,2,21,2011,3,99,99,99,99,99,99
verwaltungsrat,Verwaltungsrat,2,30,2020,6,99,99,99,99,99,99
kering,Kering,2,30,2020,6,99,99,99,99,99,99
uno,United Nations Organization,2,99,99,6,99,99,99,99,99,99
fem,Frauenrechte,2,24,2014,6,99,99,99,99,99,99
oushsh,Our Shared Shelf,2,26,2016,6,99,99,99,99,99,99
amazon,Amazon,2,99,99,6,99,99,99,99,99,99
clim,UN Klimakonferenz,2,31,2021,6,99,99,99,99,99,99
